RICname,type,continent,GPH_code,slug,parent_entity
Turkey (Ottoman Empire) (other),locality,Asia,,Turkeyother,Turkey (Ottoman Empire)
Turkey (Ottoman Empire) & Western Anatolia,group,Asia,,TurkeyOttomanEmpire_WesternAnatolia,
Turks and Caicos Is.,GPH_entity,America,1032,TurksandCaicosIs.,
Tuscany,GPH_entity,Europe,337,Tuscany,
Tusket Is.,locality,America,,,Nova Scotia
Tutuila,locality,Oceania,,,American Samoa
Two Sicilies,GPH_entity,Europe,329,TwoSicilies,
U. S. Pacific Trust Territories (South Seas Mandate),GPH_entity,Oceania,980,,
Uganda,GPH_entity,Africa,500,Uganda,
Ukraine,GPH_entity,Europe,369,,
Ulu Muar,GPH_entity,Asia,8214,,
Union Island,locality,America,,,St. Vincent and the Grenadines
United Arab Emirates (Trucial Oman),GPH_entity,Asia,696,,
United Kingdom,GPH_entity,Europe,200,UnitedKingdom,
United Kingdom (Foreign produce),locality,Europe,,,United Kingdom
United Kingdom (Foreign produce) (other),locality,Europe,,,United Kingdom
United Kingdom (French produce),locality,Europe,,,United Kingdom
United Kingdom (other),locality,Europe,,UnitedKingdomother,United Kingdom
United States of America,GPH_entity,America,2,UnitedStatesofAmerica,
United States of America (Atlantic Coast),locality,America,,,United States of America
United States of America (Domestic produce),locality,America,,,United States of America
United States of America (Foreign produce),locality,America,,,United States of America
United States of America (other),locality,America,,UnitedStatesofAmericaother,United States of America
United States of America (Pacific Coast),locality,America,,,United States of America
Unknown,,,,Unknown,
Upper Silesia,locality,Europe,,,Poland
Uruguay,GPH_entity,America,165,Uruguay,
Uruguay (other),locality,America,,,Uruguay
Uzbekistan,GPH_entity,Asia,704,Uzbekistan,
Valencia,locality,Europe,,,Spain
Valparaíso,locality,America,,Valpara�so,Chile
Vancouver,GPH_entity,America,1028,Vancouver,
Vanuatu (New Hebrides),GPH_entity,Oceania,935,VanuatuNewHebrides,
Vatican City,GPH_entity,Europe,328,,
Venezuela,GPH_entity,America,101,Venezuela,
Venice,locality,Europe,,,Italy
Vera Cruz,locality,America,,VeraCruz,Mexico
Veraval,locality,Asia,,,India
Victoria,GPH_entity,Oceania,904,Victoria,
Victoria (Cameroun),locality,Africa,,,
Vieques (Crab Island),locality,America,,,Puerto Rico
Virgin Gorda,locality,America,,,British Virgin Is.
Virgin Islands (Danish West Indies),GPH_entity,America,5,VirginIslandsDanishWestIndies,
Virgin Islands (Danish West Indies) (other),locality,America,,,Virgin Islands (Danish West Indies)
Vladivostok,GPH_entity,Europe,7352,,
Volta Region,locality,Africa,,,Ghana (Gold Coast)
Wallachia,GPH_entity,Europe,3362,Wallachia,
Wallis and Futuna Is.,GPH_entity,Oceania,9321,WallisandFutunaIs.,
Walvis Bay,GPH_entity,Africa,5651,WalvisBay,
Wandsbeck,locality,Europe,,,Hamburg
Warri,locality,Africa,,,Nigeria
Waterloo Bay,locality,Africa,,,Cape Colony (Cape of Good Hope)
Weihaiwei,GPH_entity,Asia,7105,Weihaiwei,
West Indies,geographical_area,America,,,
West Indies (continental),geographical_area,America,,,
West Indies (East),geographical_area,America,,,
West Indies (other),locality,America,,,West Indies
West Indies (West),geographical_area,America,,,
West Indies & World (other),group,World,,,
West Irian (Dutch New Guinea),GPH_entity,Oceania,851,WestIrianDutchNewGuinea,
West Irian (Dutch New Guinea) & Dutch Oceania (other),group,Oceania,,,
Western Africa,geographical_area,Africa,,,
Western Africa (other),locality,Africa,,,Western Africa
Western America,geographical_area,America,,WestAmerica,
Western America (other),locality,America,,,Western America
Western Anatolia,GPH_entity,Asia,6402,WesternAnatolia,
Western Asia,geographical_area,Asia,,,
Western Asia (other),locality,Asia,,,Western Asia
Western Australia,GPH_entity,Oceania,902,WesternAustralia,
Western Poland,locality,Europe,,,Poland
Weymouth,locality,America,,,Nova Scotia
Whydah,locality,Africa,,,Benin (Dahomey)
Wilhelmshaven,locality,Europe,,,Oldenburg
Windward Coast of Africa,geographical_area,Africa,,WindwardCoastofAfrica,
Windward Is.,GPH_entity,America,1055,WindwardIs.,
Winneba,locality,Africa,,,Ghana (Gold Coast)
World,geographical_area,World,,World,
World (other than British),locality,World,,WorldotherthanBritish,World
World (other),locality,World,,Worldother,World
World (other) (Foreign produce),locality,World,,,World
World (other) (French produce),locality,World,,,World
World (via Altona & Holstein & Schleswig),geographical_area,World,,WorldviaAltona_Holstein_Schleswig,
World (via Altona-Kiel),geographical_area,World,,,
World (via Altona),geographical_area,World,,,
World (via Berlin),geographical_area,World,,,
World (via Bremen & Lübeck),geographical_area,World,,WorldviaBremen_Lubeck,
World (via Germany (lower Elbe)),geographical_area,World,,WorldviaGermanylowerElbe,
World (via Germany (upper Elbe)),geographical_area,World,,WorldviaGermanyupperElbe,
World (via Harburg & Lüneburg),geographical_area,World,,WorldviaHarburg_L�neburg,
World (via Harburg),geographical_area,World,,,
World (via Holstein & Schleswig),geographical_area,World,,WorldviaHolstein_Schleswig,
World (via Lübeck),geographical_area,World,,WorldviaLubeck,
World (via Lüneburg),geographical_area,World,,,
World (via Russia),geographical_area,World,,,
World (via Schleswig-Holstein),locality,World,,,World
World (via Venlo),geographical_area,World,,,
World Federico Tena,geographical_area,World,,WorldFedericoTena,
Xiamen (Amoy),GPH_entity,Asia,7127,PeoplesRepublicofChinaChina,
Yanaon,locality,Asia,,,French India
Yarmouth,locality,America,,,Nova Scotia
Yemen Arab Republic (North Yemen) (Kingdom of Yemen),GPH_entity,Asia,678,YemenArabRepublicNorthYemenKingdomofYemen,
Yokohama,locality,Asia,,Yokohama,Japan
Yucatán,locality,America,,,Mexico
"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",GPH_entity,Europe,345,YugoslaviaKingdomofSerbsCroatsandSlovenes,
Zakynthos,locality,Europe,,,Ionian Is.
Zambezi,locality,Africa,,,Namibia (South West Africa) (German South West Africa)
Zambia (Northern Rhodesia),GPH_entity,Africa,551,ZambiaNorthernRhodesia,
Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),group,Africa,,,
Zanzibar,GPH_entity,Africa,511,Zanzibar,
Zeila,locality,Africa,,Zeila,Somaliland Republic (British Somaliland)
Zimbabwe (Rhodesia) (Southern Rhodesia),GPH_entity,Africa,552,ZimbabweRhodesiaSouthernRhodesia,
Zimbabwe (Rhodesia) (Southern Rhodesia) & World (other),group,World,,Othercountries_ZimbabweRhodesiaSouthernRhodesia,
Zululand,GPH_entity,Africa,5621,,
French Western Africa,colonial_area,Africa,,,
Costa Rica & El Salvador & Guatemala & Honduras & Nicaragua & Panama,group,America,,,
Australasia,geographical_area,Oceania,,,
Australasia (other),locality,Oceania,,,Australasia
Australia (other) & Polynesia,group,Oceania,,,
Kathiawar,locality,Asia,,,India
Rumelia,locality,Europe,,,Turkey (Ottoman Empire)
Edirne,locality,Asia,,,Turkey (Ottoman Empire)
Epirus,locality,Europe,,,Turkey (Ottoman Empire)
Gulf of Thailand,geographical_area,Asia,,,
America & Europe,geographical_area,World,,,
Transcaucasia,geographical_area,Europe,,,
Trinidad & United Kingdom,group,World,,,
Denmark & St. Thomas,group,World,,,
Moldova (Bessarabia) (Moldavian Republic),GPH_entity,Europe,359,,
Eurasian Steppe,geographical_area,Europe,,,
